Item;Curso;Descripcion;Periodo;Paralelo;Bachiller;Especialidad;Figura_Profesional;Curso_Superior;Ciclo;Seccion;Titulo;Tipo_Titulo;Codigo_Titulo;X;Id_Curso;ID
^000^;^1.03.BC^;^TERCER A—O DE EDUCACI”N B¡SICA ÔCÔ^;^31/12/2012^;^ÔCÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;473
^000^;^1.02.BB^;^SEGUNDO A—O DE EDUCACI”N B¡SICA ÔBÔ^;^31/12/2012^;^ÔBÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;474
^998^;^1^;^EDUCACI”N B¡SICA^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;475
^998^;^1.01^;^PRIMERO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;476
^998^;^1.03^;^TERCERO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;477
^998^;^1.05^;^QUINTO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;478
^998^;^1.07^;^S…PTIMO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;479
^998^;^2.08^;^OCTAVO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;480
^998^;^2.10^;^DECIMO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;481
^998^;^3.01^;^PRIMERO BACHILLERATO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;482
^998^;^3.03^;^TERCERO BACHILLERATO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;483
^998^;^1.00^;^INICIAL^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;484
^998^;^1.02^;^SEGUNDO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;485
^998^;^1.04^;^CUARTO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;486
^998^;^1.06^;^SEXTO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;487
^998^;^2^;^SECUNDARIO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;488
^998^;^2.09^;^NOVENO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;489
^998^;^3^;^BACHILLERATO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;490
^998^;^3.02^;^SEGUNDO BACHILLERATO^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;491
^998^;^1.00.I^;^INICIAL 2^;^.^;^"A"^;^INICIAL 2^;^.^;^.^;^PREPARATORIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;492
^998^;^2.09.B^;^NOVENO A—O DE EDUCACI”N B¡SICA^;^.^;^"A"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA SUPERIOR^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;493
^998^;^2.10.B^;^DECIMO A—O DE EDUCACI”N BASICA^;^.^;^"A"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA SUPERIOR^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;494
^998^;^3.01.C^;^PRIMERO BACHILLERATO GENERAL UNIFICADO^;^.^;^"A"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^.^;^.^;^BACHILLERATO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;495
^998^;^1.03.B^;^TERCER GRADO DE EGB^;^.^;^"A"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA ELEMENTAL^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;496
^998^;^1.01.B^;^PRIMER GRADO DE EGB^;^.^;^"A"^;^PREPARATORIA^;^.^;^.^;^PREPARATORIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;497
^998^;^1.02.B^;^SEGUNDO GRADO DE EGB^;^.^;^"A"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA ELEMENTAL^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;498
^998^;^1.04.B^;^CUARTO GRADO DE EGB^;^.^;^"A"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA ELEMENTAL^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;499
^998^;^1.06.B^;^SEXTO GRADO DE EGB^;^.^;^"A"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA MEDIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;500
^998^;^3.02.C^;^SEGUNDO BACHILLERATO GENERAL UNIFICADO^;^.^;^"A"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^BACHILLERATO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^.^;0;501
^998^;^3.03.C^;^TERCERO BACHILLERATO GENERAL UNIFICADO^;^.^;^"A"^;^TERCER A—O DE BACHILLERATO GENERAL UNIFICADO^;^OPCION; CIENCIAS^;^.^;^BACHILLERATO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^.^;0;502
^998^;^1.05.B^;^QUINTO GRADO DE EGB^;^.^;^"A"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA MEDIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;503
^998^;^1.07.B^;^S…PTIMO GRADO DE EGB^;^.^;^"A"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA MEDIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;504
^998^;^2.08.B^;^OCTAVO A—O DE EDUCACI”N B¡SICA^;^.^;^"A"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^BASICA SUPERIOR^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;505
